@relation train_playmethod_class1_class2_V2

@attribute temporalCentroid numeric
@attribute LogSpecCentroid numeric
@attribute LogSpecSpread numeric
@attribute Energy numeric
@attribute ZeroCrossings numeric
@attribute SpecCentroid numeric
@attribute SpecSpread numeric
@attribute Rolloff numeric
@attribute Flux numeric
@attribute bandsCoefSum numeric
@attribute prjmin numeric
@attribute prjmax numeric
@attribute prjsum numeric
@attribute prjdis numeric
@attribute prjstd numeric
@attribute LogAttackTime numeric
@attribute playmethod {blown,string,struck_Hrm}
@attribute class1 {aerophone,chordophone}
@attribute class2 {aero_single-reed,chrd_composite,aero_lip-vibrated,chrd_simple,aero_double-reed,aero_free-reed,aero_side}
@attribute mix1_instrument {TenorSaxophone,ElectricGuitar,DTrumpet,TenorTrombone,Violin,CTrumpet,B-flatclarinet,Piano,DoubleBass,Oboe,Accordian}

@data
0.998665,-0.406614,0.878412,0.002898,212,458.2459,347.2651,645.9961,0,349.6221,-0.999073,0.031353,-0.028375,35.32578,0.171749,0.079501,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.615083,-0.931646,0.764411,-0.005115,126,307.458,221.0768,390.2893,0,384.1728,-0.999157,0.025245,-0.029309,35.36276,0.171593,0.0975,blown,aerophone,aero_single-reed,TenorSaxophone
0.997854,-0.338015,0.89908,-0.000355,343,473.8974,288.9406,780.5786,0,374.9482,-0.999501,0.01976,-0.029183,34.47298,0.171614,0.157788,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.041239,-0.594905,0.757095,-0.005472,270,376.4507,196.9506,519.4885,0,396.678,-0.999612,0.010956,-0.030699,34.0956,0.171349,0.218611,blown,aerophone,aero_lip-vibrated,TenorTrombone
0.991586,-0.144414,0.65452,0.005813,252,499.0713,254.8488,522.1802,0,357.0787,-0.999478,0.014185,-0.030663,34.56716,0.171356,0.083249,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.526726,-0.870432,1.378752,-0.005516,171,394.8824,315.3451,780.5786,0,376.9548,-0.999053,0.034855,-0.028205,35.19421,0.171777,-0.242212,blown,aerophone,aero_lip-vibrated,CTrumpet
1.239341,-0.700542,1.383206,0.000736,199,492.6461,524.5913,783.2703,0.000002,240.9294,-0.99663,0.062914,-0.027655,38.43459,0.171867,-0.161794,string,chordophone,chrd_composite,DoubleBass
1.63466,-0.999525,0.755177,0.00789,159,293.505,213.9214,263.7817,0,384.6054,-0.999015,0.037587,-0.029966,35.1283,0.171479,-0.092464,blown,aerophone,aero_single-reed,TenorSaxophone
1.679426,-1.110452,0.785049,-0.008246,125,274.3652,207.4491,263.7817,0,389.3021,-0.99932,0.016705,-0.030695,34.30232,0.17135,0.297961,blown,aerophone,aero_single-reed,TenorSaxophone
1.850129,-0.826708,1.236194,-0.000529,222,403.487,340.3378,909.7778,0,379.933,-0.998471,0.020025,-0.030372,35.55965,0.171408,-0.026181,blown,aerophone,aero_single-reed,B-flatclarinet
1.040089,-0.010801,0.748929,0.00415,313,547.416,194.9501,651.3794,0,408.7694,-0.99931,0.016602,-0.030453,35.10461,0.171393,-0.175294,blown,aerophone,aero_double-reed,Oboe
1.067843,-1.365528,0.691837,0.000533,126,219.597,118.4609,390.2893,0,410.671,-0.998633,0.039985,-0.029606,35.28485,0.171542,-0.414578,string,chordophone,chrd_composite,ElectricGuitar
0.816817,-2.649183,2.90815,0.002685,126,209.839,192.9482,261.0901,0,535.818,-0.996681,0.073491,-0.027135,37.04035,0.17195,-0.669145,struck_Hrm,chordophone,chrd_simple,Piano
0.816817,-2.761764,2.877774,-0.006409,81,194.5274,194.9502,261.0901,0,542.7252,-0.997313,0.067327,-0.027776,36.60835,0.171847,-0.669145,struck_Hrm,chordophone,chrd_simple,Piano
0.998665,-0.34166,0.783412,-0.000832,231,457.3256,291.7237,524.8718,0.000001,371.2511,-0.999842,0.007703,-0.030254,33.52847,0.171428,0.079501,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.549887,-1.05049,1.14747,-0.001264,249,330.8379,289.276,654.071,0,371.0161,-0.999276,0.02224,-0.028799,35.26277,0.171679,-0.253451,blown,aerophone,aero_lip-vibrated,CTrumpet
0.997172,-0.367968,0.799056,0.00058,334,444.9004,238.4457,645.9961,0,374.7086,-0.999658,0.009619,-0.02985,34.23997,0.171499,0.178154,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.071612,-1.367557,1.236538,-0.000272,111,276.2194,276.1759,632.5378,161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,344.2141,-0.969405,0.056304,-0.035703,45.10286,0.170377,-0.276282,blown,aerophone,aero_free-reed,Accordian
1.526726,-0.938025,1.394806,0.002499,186,386.5093,326.9219,780.5786,0,376.0455,-0.999088,0.035041,-0.027817,34.91489,0.171841,-0.242212,blown,aerophone,aero_lip-vibrated,DTrumpet
1.300985,-0.406394,1.335445,0.001489,276,564.1929,532.4803,785.9619,0.000002,245.1729,-0.997327,0.055225,-0.02844,37.52778,0.171739,-0.122699,string,chordophone,chrd_composite,DoubleBass
0.997854,-0.347438,0.813999,0.007719,314,454.5756,246.8864,651.3794,0,379.1369,-0.999613,0.01441,-0.030349,34.24573,0.171412,0.157788,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.526726,-0.840567,1.392715,-0.00116,180,405.8899,321.8965,783.2703,0,378.1434,-0.999037,0.039598,-0.027913,34.79019,0.171825,-0.242212,blown,aerophone,aero_lip-vibrated,CTrumpet
0.820262,-2.382175,0.69211,-0.004287,64,107.9815,62.19281,129.1992,0,405.9495,-0.992646,0.018901,-0.034933,38.13124,0.170537,-0.696319,struck_Hrm,chordophone,chrd_simple,Piano
1.299325,-0.320891,0.86142,0.005541,388,478.9603,305.2001,783.2703,0,369.5732,-0.997196,0.06994,-0.029222,36.42256,0.171607,0.098797,blown,aerophone,aero_lip-vibrated,TenorTrombone
0.966139,-2.747415,2.864002,0.004134,69,194.5389,195.7076,261.0901,0,543.0228,-0.99771,0.060594,-0.02795,36.38653,0.171819,-0.669145,struck_Hrm,chordophone,chrd_simple,Piano
1.512944,-0.616654,1.213159,0.002144,285,460.0784,386.764,907.0862,0,352.0157,-0.998928,0.03757,-0.028795,35.43073,0.17168,0.054358,blown,aerophone,aero_single-reed,B-flatclarinet
1.073726,-0.207552,1.163081,-0.001683,259,588.4503,507.9728,783.2703,0.000014,248.3364,-0.997918,0.047012,-0.027996,37.39967,0.171812,-0.276282,blown,aerophone,aero_free-reed,Accordian
1.448017,-0.121912,0.866978,-0.002655,243,559.9093,402.6873,1047.052,0.000006,332.3946,-0.996467,0.073664,-0.028189,37.32715,0.17178,0.321853,blown,aerophone,aero_single-reed,TenorSaxophone
1.539108,-1.498815,0.926374,0.003934,85,238.9407,271.696,387.5977,0,350.385,-0.999613,0.012854,-0.030551,34.66178,0.171376,-0.004663,blown,aerophone,aero_single-reed,B-flatclarinet
1.132893,-1.485442,0.64538,0.003449,126,199.8176,106.9891,387.5977,0,441.7339,-0.997364,0.068187,-0.029097,36.05583,0.171629,-0.712472,string,chordophone,chrd_composite,ElectricGuitar
1.52806,-0.537541,1.278981,0.000989,153,486.8131,390.7973,912.4695,0,368.353,-0.999106,0.024729,-0.030002,35.38971,0.171473,-0.231911,blown,aerophone,aero_lip-vibrated,CTrumpet
1.121035,-1.120896,0.818152,-0.000284,119,274.0358,199.7289,392.981,0.000006,285.1629,-0.989027,0.059457,-0.031982,41.68225,0.171115,-0.580055,string,chordophone,chrd_composite,ElectricGuitar
1.073246,0.072233,1.22873,0.000808,298,718.8254,566.1068,1106.268,0.000004,250.0367,-0.996614,0.054176,-0.025853,38.81586,0.172147,-0.276282,blown,aerophone,aero_free-reed,Accordian
0.945789,-1.373611,1.004127,-0.003468,231,268.3281,296.8221,395.6726,0.000014,320.0481,-0.997573,0.058721,-0.027159,36.65986,0.171946,-0.155578,string,chordophone,chrd_composite,Violin
1.073628,-0.996667,0.763462,0.006425,185,286.507,151.3048,392.981,0,354.9581,-0.997135,0.013378,-0.032201,36.36675,0.171073,-0.476059,string,chordophone,chrd_composite,ElectricGuitar
0.786984,-2.747415,2.864002,0.001048,69,194.5389,195.7076,261.0901,0,543.0228,-0.996861,0.072934,-0.026658,36.91532,0.172024,-0.669283,struck_Hrm,chordophone,chrd_simple,Piano
1.536829,-1.190515,0.941296,-0.000705,150,275.258,226.8276,390.2893,0,361.8778,-0.999088,0.032662,-0.028765,35.40095,0.171685,-0.252393,blown,aerophone,aero_lip-vibrated,CTrumpet
1.771543,-1.434534,0.977132,-0.001603,137,255.1514,288.2228,392.981,0,348.935,-0.999085,0.032295,-0.028774,35.62216,0.171683,-0.024803,blown,aerophone,aero_single-reed,B-flatclarinet
1.299325,-0.345263,0.876255,-0.000633,388,474.5726,311.3416,783.2703,0,362.4394,-0.998427,0.051804,-0.029436,35.45645,0.171571,0.098797,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.539108,-0.618938,1.242099,-0.003582,339,475.1628,439.1062,915.1611,0.000001,356.3797,-0.998521,0.034718,-0.028913,36.74881,0.17166,-0.004663,blown,aerophone,aero_single-reed,B-flatclarinet
1.535154,-0.652625,1.419586,0.002523,198,458.5197,342.5783,783.2703,0,377.6345,-0.999291,0.028419,-0.029072,35.0302,0.171633,-0.298967,blown,aerophone,aero_lip-vibrated,CTrumpet
1.394951,0.261752,1.043339,-0.004566,294,722.3374,392.7462,1052.435,0,367.4637,-0.998656,0.037903,-0.029199,35.39281,0.171611,-0.240255,blown,aerophone,aero_lip-vibrated,DTrumpet
1.63466,-0.705155,0.605713,-0.002425,188,342.8819,216.618,519.4885,0,395.7454,-0.998757,0.024265,-0.029626,36.17041,0.171538,-0.092464,blown,aerophone,aero_single-reed,TenorSaxophone
1.526726,0.209259,0.971799,-0.000886,252,659.4389,288.4106,915.1611,0,449.69,-0.981538,0.010437,-0.037895,39.89725,0.169903,-0.242212,blown,aerophone,aero_lip-vibrated,CTrumpet
0.993458,-0.653724,1.376827,-0.002932,200,500.9569,517.9866,783.2703,0.000005,229.7336,-0.998178,0.033779,-0.031006,37.20446,0.171294,-0.334808,blown,aerophone,aero_free-reed,Accordian
0.999821,-0.35552,0.953759,-0.00493,245,469.2636,254.4018,654.071,0,356.2073,-0.99929,0.019033,-0.030484,35.5008,0.171388,0.055009,blown,aerophone,aero_double-reed,Oboe
0.873166,-2.414506,0.672394,0.000931,63,102.999,53.97552,129.1992,0,431.3888,-0.995465,0.003055,-0.035876,37.4545,0.170341,-0.669145,struck_Hrm,chordophone,chrd_simple,Piano
1.520376,-0.943613,1.131293,0.002218,220,354.7259,311.7536,654.071,0,361.3376,-0.998865,0.033531,-0.02994,35.81041,0.171484,-0.312404,blown,aerophone,aero_lip-vibrated,CTrumpet
0.993701,-0.725699,1.269064,-0.006881,218,456.5332,492.2172,780.5786,0.000006,225.5458,-0.998206,0.021646,-0.030648,36.7724,0.171358,-0.334808,blown,aerophone,aero_free-reed,Accordian
0.991586,-0.136487,0.645259,-0.004117,256,499.9318,247.4824,522.1802,0.000001,356.6412,-0.999425,0.011324,-0.030665,34.53397,0.171355,0.083249,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.46164,-0.020713,0.995201,-0.002949,317,612.9921,393.1126,915.1611,0,354.459,-0.998681,0.031681,-0.027925,36.42844,0.171823,-0.023366,blown,aerophone,aero_single-reed,B-flatclarinet
1.906808,-1.561628,0.877447,-0.006987,79,222.513,244.2001,261.0901,0,372.5161,-0.9991,0.024585,-0.028152,35.70037,0.171786,-0.022712,blown,aerophone,aero_single-reed,B-flatclarinet
1.07839,-0.175252,1.153262,-0.005655,261,597.4428,507.9252,783.2703,0.000013,245.6253,-0.997815,0.041539,-0.027498,37.5467,0.171892,-0.276338,blown,aerophone,aero_free-reed,Accordian
1.012393,-0.317744,0.762201,-0.004351,229,460.9167,282.936,522.1802,0,387.2564,-0.998725,0.033784,-0.028062,35.95349,0.171801,0.098561,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.081512,-1.348252,0.697402,-0.001865,126,222.5321,120.1399,390.2893,0,406.9671,-0.998151,0.0421,-0.02977,35.8245,0.171513,-0.491264,string,chordophone,chrd_composite,ElectricGuitar
1.045776,-0.006077,0.649626,-0.009877,281,542.4876,211.6008,654.071,0,357.7399,-0.999057,0.029757,-0.029066,35.82197,0.171634,0.204729,blown,aerophone,aero_double-reed,Oboe
0.567841,-2.773997,0.843887,-0.004406,42,87.36412,70.47816,126.5076,0,368.6309,-0.99085,0.01885,-0.034611,38.31526,0.170602,-0.696319,struck_Hrm,chordophone,chrd_simple,Piano
0.952899,-1.177635,1.062307,0.000764,197,307.2,305.5885,651.3794,0.000004,318.7028,-0.99892,0.039576,-0.029078,35.27669,0.171632,-0.155578,string,chordophone,chrd_composite,Violin
1.391502,-0.860026,1.429751,0.009492,192,409.0279,337.6449,783.2703,0,378.7432,-0.999358,0.030895,-0.029987,34.49937,0.171475,-0.2911,blown,aerophone,aero_lip-vibrated,CTrumpet
1.22923,-0.62507,0.744169,-0.004649,160,373.8125,234.7601,524.8718,161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,336.2907,-0.984245,0.013197,-0.036905,41.54964,0.170121,-0.20188,blown,aerophone,aero_single-reed,TenorSaxophone
1.273139,-0.684948,1.4223,0.002013,219,510.6153,554.4317,847.8699,0,280.6706,-0.996512,0.05222,-0.030546,38.7801,0.171377,-0.152125,string,chordophone,chrd_composite,DoubleBass
0.699168,-1.47688,0.862279,0.00416,98,228.9146,221.6157,387.5977,0.000001,335.1705,-0.999614,0.015001,-0.046425,50.53396,0.177899,-0.067706,string,chordophone,chrd_composite,Violin
1.539108,-1.138838,1.131011,0.006083,194,324.7312,319.7283,654.071,0,356.6091,-0.999494,0.014815,-0.029498,34.93464,0.17156,-0.004663,blown,aerophone,aero_single-reed,B-flatclarinet
1.001197,-0.256285,0.666826,0.000298,252,461.2732,218.3515,522.1802,0,379.1987,-0.999625,0.011267,-0.030062,34.25537,0.171462,0.079501,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.810818,-1.083785,0.740868,-0.003533,126,268.5654,139.1597,390.2893,0,378.2886,-0.996776,0.019746,-0.032428,37.15378,0.171031,-0.342021,string,chordophone,chrd_composite,ElectricGuitar
0.966139,-1.812504,1.196364,-0.004265,89,178.8631,134.3103,261.0901,0,494.1673,-0.999443,0.016543,-0.030517,34.74812,0.171382,-0.669145,struck_Hrm,chordophone,chrd_simple,Piano
1.906808,-0.610412,1.249257,-0.008569,257,462.9671,369.0537,912.4695,0,391.5317,-0.999125,0.031504,-0.030359,35.29717,0.17141,-0.022712,blown,aerophone,aero_single-reed,B-flatclarinet
1.081512,-1.218743,0.742928,0.001032,126,245.8504,133.8803,390.2893,0,393.7342,-0.998105,0.015118,-0.031857,35.63908,0.171138,-0.491264,string,chordophone,chrd_composite,ElectricGuitar
1.225879,-0.403248,0.858496,0.003652,184,455.846,320.4337,648.6877,0.000001,339.4665,-0.999247,0.018752,-0.031536,35.19017,0.171197,-0.055417,blown,aerophone,aero_single-reed,TenorSaxophone
1.041239,-0.515617,0.746765,-0.007546,257,394.7604,194.1548,522.1802,0,386.527,-0.999799,0.007465,-0.029976,33.8883,0.171477,0.218611,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.067843,-1.383237,0.685993,0.004168,125,216.6212,116.7749,390.2893,0,415.3852,-0.998734,0.043432,-0.029752,34.90085,0.171516,-0.414578,string,chordophone,chrd_composite,ElectricGuitar
0.993701,-0.513761,1.345978,-0.002055,276,533.7636,523.5045,783.2703,0.000009,229.9166,-0.999269,0.01991,-0.030134,35.47681,0.17145,-0.334808,blown,aerophone,aero_free-reed,Accordian
1.225879,-0.531543,0.804581,0.00273,163,401.8528,231.5426,522.1802,0.000003,365.661,-0.997294,0.009456,-0.034029,37.12936,0.170719,-0.055417,blown,aerophone,aero_single-reed,TenorSaxophone
1.278968,-0.10889,1.062771,0.000183,320,601.8364,486.6634,847.8699,0,294.1019,-0.997118,0.062717,-0.031526,37.49285,0.171199,-0.031867,string,chordophone,chrd_composite,DoubleBass
1.799928,-1.496473,0.640382,0.000315,125,198.0458,105.8306,387.5977,0,443.8142,-0.999235,0.024561,-0.030502,34.67514,0.171384,-0.342086,string,chordophone,chrd_composite,ElectricGuitar
1.018828,-0.50937,0.716241,-0.007804,218,392.7696,192.8113,522.1802,0,390.7744,-0.999189,0.025798,-0.029356,34.86632,0.171585,0.069723,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.073628,-1.339255,0.700031,0.000095,126,224.0542,120.9276,390.2893,0,405.1178,-0.997724,0.038103,-0.02926,36.07358,0.171601,-0.476059,string,chordophone,chrd_composite,ElectricGuitar
1.536829,0.126386,1.172608,-0.006698,241,642.9666,285.9868,912.4695,0,450.8428,-0.983888,0.00947,-0.036846,40.53441,0.170133,-0.252393,blown,aerophone,aero_lip-vibrated,CTrumpet
1.073246,-0.690044,1.339268,0.004796,174,487.53,528.0241,785.9619,0.000006,226.1899,-0.99805,0.035826,-0.031027,36.95026,0.17129,-0.276282,blown,aerophone,aero_free-reed,Accordian
0.993701,-0.092062,1.060517,-0.005315,266,604.8015,482.6869,783.2703,0.00001,245.8378,-0.99851,0.012181,-0.03153,36.70713,0.171198,-0.334808,blown,aerophone,aero_free-reed,Accordian
1.615083,-1.120807,0.831242,-0.002613,126,279.1089,224.5919,263.7817,0,379.0936,-0.999584,0.019305,-0.029398,34.44344,0.171577,0.0975,blown,aerophone,aero_single-reed,TenorSaxophone
1.067843,-1.50152,0.637954,-0.000488,126,197.237,105.4292,387.5977,0,445.7037,-0.997349,0.067581,-0.02935,36.1029,0.171586,-0.414578,string,chordophone,chrd_composite,ElectricGuitar
1.450107,-0.054588,1.072989,-0.00646,328,630.8423,480.2422,1302.759,0,333.6961,-0.997635,0.055636,-0.027679,36.95483,0.171863,0.288882,blown,aerophone,aero_single-reed,TenorSaxophone
0.699168,-1.873576,0.368543,0.00156,63,144.0122,88.50264,129.1992,0,389.6711,-0.986998,0.034074,-0.050252,53.4762,0.175575,-0.067706,string,chordophone,chrd_composite,Violin
1.067843,-1.294648,0.712291,0.001045,126,231.7128,125.2103,390.2893,0,398.0149,-0.998785,0.022594,-0.029967,35.3284,0.171479,-0.414578,string,chordophone,chrd_composite,ElectricGuitar
1.075736,-0.63439,1.367314,0.002957,209,505.9542,524.3949,783.2703,0.000008,227.7896,-0.997717,0.03769,-0.030177,37.9474,0.171442,-0.276282,blown,aerophone,aero_free-reed,Accordian
1.799928,-0.638986,0.672119,0.006189,133,351.7411,162.4913,392.981,0.000004,316.3571,-0.988177,0.05723,-0.033722,39.72285,0.17078,-0.342086,string,chordophone,chrd_composite,ElectricGuitar
1.536829,-1.210834,0.922694,0.003014,175,268.9868,218.9393,328.3813,0,359.7634,-0.999478,0.016159,-0.028384,34.76722,0.171748,-0.252393,blown,aerophone,aero_lip-vibrated,CTrumpet
1.021142,-0.077106,0.825069,-0.000211,263,536.7549,224.0037,654.071,0,367.9349,-0.999293,0.009992,-0.032312,34.89022,0.171052,0.08522,blown,aerophone,aero_double-reed,Oboe
0.999821,-0.061028,0.800255,-0.000051,249,540.4849,230.8641,654.071,0,358.2867,-0.998749,0.039536,-0.027009,35.6952,0.17197,0.055009,blown,aerophone,aero_double-reed,Oboe
1.519636,0.001206,1.171248,-0.002909,258,638.9216,392.7068,1041.669,0,382.1612,-0.999219,0.024597,-0.029347,35.12428,0.171586,-0.237643,blown,aerophone,aero_lip-vibrated,CTrumpet
1.021142,-0.042442,0.770908,0.00015,313,540.0219,202.5798,651.3794,0,394.9172,-0.99899,0.036267,-0.030249,35.22918,0.171429,0.08522,blown,aerophone,aero_double-reed,Oboe
0.699168,-1.221026,1.002612,0.004613,192,287.4065,273.8533,522.1802,0.000009,296.0938,-0.996168,0.080549,-0.046882,54.99437,0.179928,-0.067706,string,chordophone,chrd_composite,Violin
0.703832,-1.20871,1.012251,0.00488,195,290.6905,276.0628,519.4885,0,336.9654,-0.999423,0.129966,-0.033359,54.02581,0.179165,-0.069609,string,chordophone,chrd_composite,Violin
1.035114,-0.428246,0.817876,-0.007881,282,430.9031,238.9513,648.6877,0,386.2797,-0.999694,0.018295,-0.03048,34.11765,0.171388,0.218593,blown,aerophone,aero_lip-vibrated,TenorTrombone
0.786984,-2.436259,0.66051,-0.002534,58,101.7188,49.9457,129.1992,0,390.8021,-0.991491,0.024589,-0.034254,38.93897,0.170674,-0.669283,struck_Hrm,chordophone,chrd_simple,Piano
1.032484,-0.188446,0.888306,0.002126,271,502.6518,204.6874,651.3794,0,421.5205,-0.998505,0.032948,-0.0285,36.16297,0.171729,0.08522,blown,aerophone,aero_double-reed,Oboe
0.982023,-1.339464,0.963727,0.001543,218,264.6195,272.6144,392.981,0.000002,337.7142,-0.999185,0.023647,-0.029212,35.51792,0.171609,-0.071555,string,chordophone,chrd_composite,Violin
1.693705,-0.798381,0.717681,0.004115,125,332.3668,230.242,519.4885,0,382.1136,-0.999172,0.024067,-0.030097,35.22776,0.171456,0.327032,blown,aerophone,aero_single-reed,TenorSaxophone
1.273139,-0.678581,1.29856,0.006809,265,481.2775,518.0675,783.2703,0,288.3406,-0.997739,0.058234,-0.028532,36.9005,0.171724,-0.152125,string,chordophone,chrd_composite,DoubleBass
1.239341,-0.295843,1.216905,-0.004707,239,564.2525,493.2745,783.2703,0.000005,243.4348,-0.997456,0.041706,-0.032112,37.94936,0.17109,-0.161794,string,chordophone,chrd_composite,DoubleBass
1.396315,0.128185,1.097363,0.005063,282,715.4559,518.9085,1431.958,0,350.7944,-0.997395,0.047002,-0.028374,37.27334,0.17175,-0.095031,blown,aerophone,aero_single-reed,TenorSaxophone
1.041239,-0.530507,0.728814,0.00298,243,387.4043,178.9095,519.4885,0,394.4312,-0.999657,0.004033,-0.031669,33.91801,0.171173,0.218611,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.615083,-1.324071,0.737511,0.000695,79,234.2553,181.2364,261.0901,0,382.2145,-0.999387,0.025474,-0.028325,34.56844,0.171758,0.0975,blown,aerophone,aero_single-reed,TenorSaxophone
1.073628,-1.47768,0.648923,0.000647,126,201.071,107.6483,387.5977,0,435.883,-0.997636,0.06484,-0.029391,35.69136,0.171579,-0.476059,string,chordophone,chrd_composite,ElectricGuitar
1.045776,-0.195606,0.894008,0.004321,257,508.5067,239.886,654.071,0,355.2712,-0.999508,0.021945,-0.02984,34.73071,0.171501,0.204729,blown,aerophone,aero_double-reed,Oboe
1.391502,-0.799572,1.353022,0.00368,157,408.7888,320.9768,783.2703,0,375.1895,-0.999508,0.008437,-0.030595,34.30267,0.171368,-0.2911,blown,aerophone,aero_lip-vibrated,CTrumpet
1.006606,-0.32463,1.001137,0.000945,226,484.2533,252.8469,654.071,0,361.2962,-0.999416,0.011197,-0.030557,35.32747,0.171375,0.055009,blown,aerophone,aero_double-reed,Oboe
1.07839,0.088808,1.208339,-0.003491,298,721.0998,564.1659,1106.268,0.000005,246.8605,-0.996483,0.050668,-0.027568,39.04227,0.171881,-0.276338,blown,aerophone,aero_free-reed,Accordian
1.121035,-1.09729,0.757527,0.001218,126,268.4717,147.0397,392.981,0,367.8645,-0.997851,0.009639,-0.032325,35.92807,0.17105,-0.580055,string,chordophone,chrd_composite,ElectricGuitar
1.040089,-0.077141,0.811177,-0.002061,290,534.5874,216.168,654.071,0,380.4789,-0.999346,0.020904,-0.031219,35.07145,0.171255,-0.175294,blown,aerophone,aero_double-reed,Oboe
1.523245,0.118101,1.201193,0.001405,241,642.3963,286.3883,912.4695,0,457.7128,-0.989846,0.014635,-0.035182,39.32138,0.170485,-0.237643,blown,aerophone,aero_lip-vibrated,DTrumpet
1.006606,-0.168896,0.877298,-0.001132,308,512.0219,220.5249,651.3794,0,390.9932,-0.997811,0.047384,-0.026988,36.59763,0.171973,0.055009,blown,aerophone,aero_double-reed,Oboe
1.535154,-0.747649,1.377559,-0.000725,226,427.4847,329.4547,783.2703,0,382.1187,-0.998997,0.037914,-0.027805,35.0809,0.171843,-0.298967,blown,aerophone,aero_lip-vibrated,CTrumpet
1.535154,0.061568,1.177876,-0.005026,284,631.2065,310.834,912.4695,0,401.552,-0.998221,0.023803,-0.03224,37.0056,0.171066,-0.298967,blown,aerophone,aero_lip-vibrated,CTrumpet
1.52806,-0.485856,1.315892,-0.002065,169,512.497,414.2117,917.8528,0,367.9897,-0.997832,0.033774,-0.030348,37.0933,0.171412,-0.231911,blown,aerophone,aero_lip-vibrated,CTrumpet
1.002778,-0.278474,0.707738,-0.00104,241,461.3453,245.5689,522.1802,0,369.3913,-0.999798,0.01465,-0.029881,33.69739,0.171494,0.093207,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.002778,-0.815073,0.768821,0.00789,123,317.525,137.2433,390.2893,0,449.3567,-0.989465,0.031344,-0.032553,38.31188,0.171007,0.093207,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.917447,-0.38848,1.148065,0.001997,274,504.2057,349.2667,912.4695,0,381.4421,-0.998803,0.040234,-0.029309,35.31127,0.171593,-0.022712,blown,aerophone,aero_single-reed,B-flatclarinet
1.471448,-0.141863,1.152574,-0.001883,246,618.8922,503.4662,1305.45,0,367.7776,-0.997338,0.053156,-0.027973,37.63758,0.171816,0.326642,blown,aerophone,aero_single-reed,TenorSaxophone
1.679426,-0.768897,0.628988,0.001911,174,328.1626,207.2516,390.2893,0,380.3247,-0.999213,0.021959,-0.029911,35.0961,0.171489,0.297961,blown,aerophone,aero_single-reed,TenorSaxophone
0.873166,-2.46538,1.137746,0.001528,60,113.5838,79.51438,131.8909,0,391.8682,-0.989426,0.028696,-0.032578,39.28791,0.171002,-0.669145,struck_Hrm,chordophone,chrd_simple,Piano
1.25619,-0.229128,1.186409,0.001066,277,587.9993,520.8068,783.2703,0.000001,270.9716,-0.997181,0.057232,-0.027017,37.86884,0.171968,-0.157229,string,chordophone,chrd_composite,DoubleBass
1.549887,-0.749834,1.160259,-0.008897,250,405.6765,343.3007,783.2703,0,358.6302,-0.998861,0.023882,-0.031234,35.91813,0.171253,-0.253451,blown,aerophone,aero_lip-vibrated,CTrumpet
1.512944,-0.713609,1.181501,-0.001629,295,427.2451,361.1702,909.7778,0,352.2209,-0.999013,0.033709,-0.028018,35.59369,0.171808,0.054358,blown,aerophone,aero_single-reed,B-flatclarinet
1.549887,-0.916145,1.089824,0.006916,182,353.8908,299.8888,783.2703,0,367.992,-0.997661,0.048479,-0.029046,37.0062,0.171637,-0.253451,blown,aerophone,aero_lip-vibrated,CTrumpet
1.520376,-0.871793,1.126048,-0.001818,176,373.2955,330.6523,780.5786,0,355.8069,-0.99913,0.028437,-0.030099,35.28754,0.171456,-0.312404,blown,aerophone,aero_lip-vibrated,CTrumpet
1.810818,-1.723129,0.487365,0.008309,62,162.6987,78.62279,258.3984,0,477.4423,-0.997164,0.069043,-0.026959,36.07756,0.171977,-0.342021,string,chordophone,chrd_composite,ElectricGuitar
1.073246,-0.23431,1.244516,-0.003246,285,600.2379,536.7055,909.7778,0.000008,244.5026,-0.997799,0.051701,-0.029099,37.42847,0.171628,-0.276282,blown,aerophone,aero_free-reed,Accordian
1.448017,0.03951,0.912098,-0.008228,268,634.1611,450.4618,1294.684,0.000011,323.3794,-0.995056,0.091982,-0.02626,38.07554,0.172086,0.321853,blown,aerophone,aero_single-reed,TenorSaxophone
1.67324,-1.017566,0.750395,-0.007294,126,289.6472,211.9383,263.7817,0,388.0103,-0.999193,0.031313,-0.029729,34.97538,0.17152,0.365883,blown,aerophone,aero_single-reed,TenorSaxophone
