temporalCentroid,LogSpecCentroid,LogSpecSpread,Energy,ZeroCrossings,SpecCentroid,SpecSpread,Rolloff,Flux,bandsCoefSum,prjmin,prjmax,prjsum,prjdis,prjstd,LogAttackTime,playmethod,class 1,class2,mix1_instrument
1.535154,-0.3179084,1.382495,0.000121281,271,540.5388,339.6666,909.7778,3.20E-10,388.6334,-0.9992058,0.02474721,-0.03035621,35.3797,0.1714104,-0.2989668,blown,aerophone,aero_lip-vibrated,CTrumpet
1.045776,-0.6576947,1.088474,-0.002771755,202,399.8266,232.661,648.6877,2.47E-08,425.4069,-0.99613,0.02237604,-0.03162989,38.19381,0.17118,0.2047289,blown,aerophone,aero_double-reed,Oboe
1.526102,-0.7199793,1.182475,0.000191111,195,420.8851,361.8464,785.9619,1.20E-09,360.8381,-0.9991281,0.02287095,-0.02917531,35.22207,0.1716154,-0.3124043,blown,aerophone,aero_lip-vibrated,CTrumpet
1.52806,-0.9736609,1.21247,-0.00162587,166,354.4335,303.6335,777.887,3.68E-11,384.1905,-0.9994225,0.02333355,-0.02861638,34.88758,0.1717094,-0.2319108,blown,aerophone,aero_lip-vibrated,CTrumpet
1.081512,-1.095129,0.7995973,0.001547624,169,271.6287,155.5665,392.981,1.29E-06,337.8088,-0.9964234,0.02942985,-0.03204983,36.91652,0.1711018,-0.4912642,string,chordophone,chrd_composite,ElectricGuitar
0.9998207,0.06731922,0.7223875,0.001770614,284,576.5858,219.4587,656.7627,1.02E-07,355.7589,-0.9993706,0.01956519,-0.02976059,35.25538,0.1715148,0.05500888,blown,aerophone,aero_double-reed,Oboe
1.615083,-1.288594,0.7764417,0.000270336,63,244.4454,196.6111,261.0901,2.57E-09,375.1542,-0.999148,0.02980229,-0.02998017,34.94131,0.1714766,0.09750049,blown,aerophone,aero_single-reed,TenorSaxophone
1.450107,-0.1710003,0.8511232,0.002122239,219,541.3735,399.385,1044.36,2.89E-07,355.8917,-0.9967913,0.06327356,-0.02948182,37.30133,0.171563,0.2888816,blown,aerophone,aero_single-reed,TenorSaxophone
0.7053872,-2.062987,1.187244,-0.002705165,112,165.1202,131.1384,261.0901,2.08E-07,380.58,-0.9883575,0.02448131,-0.03435431,40.17703,0.1706541,-0.6963192,struck_Hrm,chordophone,chrd_simple,Piano
1.906808,-0.9454292,1.204914,0.003633425,188,371.2012,325.024,909.7778,5.33E-12,403.5545,-0.9987067,0.02170978,-0.03027044,35.34407,0.1714256,-0.022712,blown,aerophone,aero_single-reed,B-flatclarinet
1.021142,-0.01295959,0.7843615,0.002582993,312,554.8183,222.513,656.7627,2.35E-08,367.7791,-0.999371,0.01327291,-0.03009859,34.60055,0.1714558,0.08522017,blown,aerophone,aero_double-reed,Oboe
1.394951,0.04959928,1.214441,0.007124832,239,620.5813,288.2748,912.4695,2.41E-10,411.6631,-0.9988272,0.02170401,-0.03133261,36.03542,0.1712346,-0.2402551,blown,aerophone,aero_lip-vibrated,CTrumpet
1.519636,0.01670207,1.158672,-0.007988732,328,645.3575,400.7395,1044.36,8.09E-10,383.4217,-0.9985495,0.03223331,-0.02967376,36.08643,0.1715299,-0.237643,blown,aerophone,aero_lip-vibrated,CTrumpet
1.07839,-0.7744425,1.214619,-0.001932372,193,419.4989,393.1072,651.3794,1.61E+137,281.4898,-0.9791968,0.09118864,-0.03537409,44.27149,0.1704456,-0.2763377,blown,aerophone,aero_free-reed,Accordian
1.121035,-1.545187,0.6156984,-0.007018079,125,190.2844,100.9363,261.0901,6.00E-10,452.0507,-0.9966825,0.0755608,-0.0279663,36.72571,0.1718165,-0.5800555,string,chordophone,chrd_composite,ElectricGuitar
0.8731655,-2.70063,2.837157,-3.55E-05,63,196.6046,198.7267,261.0901,3.34E-15,540.3418,-0.9978837,0.05904526,-0.02745026,36.13754,0.1718997,-0.6691447,struck_Hrm,chordophone,chrd_simple,Piano
1.071612,-0.6476204,1.23301,0.005573635,229,463.4873,469.0664,780.5786,1.07E-05,226.2515,-0.9981396,0.02612335,-0.03081352,37.59192,0.1713288,-0.2762819,string,chordophone,chrd_composite,DoubleBass
1.906808,-1.23504,1.085088,0.003365012,171,299.0285,297.5028,654.071,1.18E-08,392.9013,-0.9994681,0.0160595,-0.03064743,34.98928,0.1713586,-0.022712,blown,aerophone,aero_single-reed,B-flatclarinet
1.001197,-0.3492458,0.7873735,0.003582212,219,442.8216,218.5487,524.8718,4.20E-07,404.8941,-0.9985091,0.01261744,-0.03259527,35.8945,0.1709988,0.07950119,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.52806,0.1279086,1.170278,-0.005358358,239,643.1345,285.6116,912.4695,4.92E-11,457.1316,-0.9866607,0.00465234,-0.0373907,39.92424,0.1700146,-0.2319108,blown,aerophone,aero_lip-vibrated,CTrumpet
1.523245,-0.5625969,1.259325,0.00174977,187,458.4391,325.0043,783.2703,2.78E-11,396.2995,-0.9993542,0.02378493,-0.02710434,34.78283,0.1719546,-0.237643,blown,aerophone,aero_lip-vibrated,CTrumpet
1.535154,-0.08210586,1.353261,0.007272112,186,579.0088,259.6926,791.3452,3.36E-10,482.9511,-0.9843004,0.01322566,-0.0350825,40.02081,0.1705059,-0.2989668,blown,aerophone,aero_lip-vibrated,CTrumpet
1.132893,-1.095489,0.7528201,-0.004340766,126,268.2253,144.9914,392.981,1.12E-07,371.7536,-0.9985628,0.007730301,-0.03246193,35.4876,0.1710241,-0.7124725,string,chordophone,chrd_composite,ElectricGuitar
1.22923,-0.1960577,0.9791482,0.002897581,276,555.3356,426.1321,1047.052,1.31E-06,316.5717,-0.9991005,0.02236831,-0.03060669,35.56033,0.1713659,-0.2018804,blown,aerophone,aero_single-reed,TenorSaxophone
1.239341,-0.4469654,1.253144,-0.007262243,277,528.8797,497.1905,783.2703,3.17E-06,247.682,-0.996825,0.07119867,-0.02766461,37.32217,0.1718654,-0.1617936,string,chordophone,chrd_composite,DoubleBass
1.526726,-0.9544929,1.34431,0.002462408,241,374.9586,317.0377,780.5786,7.74E-11,373.6658,-0.9990528,0.03505829,-0.02900188,35.28694,0.1716448,-0.2422116,blown,aerophone,aero_lip-vibrated,CTrumpet
1.012393,-0.3641416,0.7123311,-0.009445684,245,434.8503,225.5217,522.1802,6.96E-08,365.8836,-0.9995705,0.01020023,-0.03104151,34.42848,0.1712876,0.09856132,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.081512,-1.106395,0.8058401,-0.005661895,197,270.1721,156.9883,392.981,1.97E-06,330.1922,-0.9967163,0.03214863,-0.03084068,36.64575,0.1713239,-0.4912642,string,chordophone,chrd_composite,ElectricGuitar
1.52806,-0.2584753,1.615502,-0.006901966,164,548.1944,261.6262,788.6536,2.64E-10,482.3376,-0.9886433,0.01543881,-0.03639071,39.6235,0.1702314,-0.2319108,blown,aerophone,aero_lip-vibrated,CTrumpet
1.002778,-0.2069237,0.6619263,-0.001710558,240,478.1518,236.8819,522.1802,6.85E-07,383.3772,-0.9988858,0.0295806,-0.02676556,35.68773,0.1720077,0.0932072,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.52806,-0.8420499,1.169862,0.001998846,162,380.9503,316.5218,780.5786,3.25E-09,362.1844,-0.997129,0.04338731,-0.02999312,37.33883,0.1714743,-0.2319108,blown,aerophone,aero_lip-vibrated,CTrumpet
1.299325,-0.2154857,0.8522972,0.003454106,337,504.4718,285.0982,783.2703,1.11E-08,362.0268,-0.9984658,0.04077715,-0.02856272,36.26292,0.1717184,0.09879671,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.917447,-1.438482,1.004177,0.003234802,116,256.5002,281.7308,392.981,4.06E-08,366.4803,-0.9992453,0.01863523,-0.02908981,35.5214,0.1716299,-0.022712,blown,aerophone,aero_single-reed,B-flatclarinet
1.810818,-1.717797,0.4921983,0.001038676,63,163.5029,79.17659,258.3984,3.07E-11,479.4301,-0.9971567,0.07162506,-0.02765552,35.92504,0.1718668,-0.3420211,string,chordophone,chrd_composite,ElectricGuitar
1.693705,-1.116646,0.7809111,-0.001469194,127,273.8128,209.7951,263.7817,8.12E-10,386.1869,-0.99946,0.02627216,-0.02853319,34.51998,0.1717233,0.3270321,blown,aerophone,aero_single-reed,TenorSaxophone
1.615083,-0.7584988,0.4825654,0.005756574,147,313.5511,124.3028,384.906,1.47E-07,444.3749,-0.9949531,0.05823392,-0.03021384,38.71788,0.1714356,0.09750049,blown,aerophone,aero_single-reed,TenorSaxophone
1.526726,-0.6097575,1.408445,0.003748038,204,487.1602,401.7471,915.1611,1.05E-09,348.6627,-0.9990589,0.02557835,-0.0298497,35.66978,0.1714993,-0.2422116,blown,aerophone,aero_lip-vibrated,CTrumpet
1.225879,-0.01468944,1.021195,-0.004437038,286,632.102,458.2527,1297.375,3.59E-06,333.0012,-0.9990304,0.03438969,-0.02930853,35.59489,0.1715927,-0.05541662,blown,aerophone,aero_single-reed,TenorSaxophone
1.121035,-1.249205,0.7232266,0.005075661,126,239.6824,129.4916,390.2893,2.08E-08,393.5026,-0.9994062,0.01431627,-0.030921,34.27147,0.1713094,-0.5800555,string,chordophone,chrd_composite,ElectricGuitar
1.679426,-1.387168,0.713105,0.001370971,62,222.4451,168.9669,261.0901,1.70E-09,370.463,-0.9992286,0.005773883,-0.03230024,34.89861,0.1710547,0.2979614,blown,aerophone,aero_single-reed,TenorSaxophone
1.810818,-1.607711,0.5789217,-0.000405491,63,180.4956,94.25796,261.0901,2.17E-10,456.7046,-0.9988129,0.0477869,-0.02888152,34.23436,0.171665,-0.3420211,string,chordophone,chrd_composite,ElectricGuitar
1.448017,-0.03183693,0.9030173,0.000582454,228,603.761,435.2756,1170.868,1.94E-05,318.3842,-0.996729,0.07587228,-0.02868848,36.74703,0.1716974,0.3218534,blown,aerophone,aero_single-reed,TenorSaxophone
0.9759644,-1.352977,1.020652,0.001068162,137,274.5876,305.241,395.6726,2.12E-06,317.7391,-0.9982344,0.04411036,-0.02747621,36.7082,0.1718956,-0.07155538,string,chordophone,chrd_composite,Violin
1.040175,-0.5304801,0.724534,0.0033366,216,387.3393,180.9404,519.4885,3.20E-09,393.2172,-0.9996822,0.007315049,-0.03141736,33.88667,0.1712191,0.2185927,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.810818,-1.784271,0.4199443,-0.0007614,63,153.3832,68.66379,131.8909,8.85E-12,496.4085,-0.9955652,0.08666894,-0.02555833,36.66118,0.1721912,-0.3420211,string,chordophone,chrd_composite,ElectricGuitar
1.906808,-0.7986767,1.21825,0.003760888,267,408.2629,340.6994,909.7778,6.48E-10,400.4558,-0.9993877,0.02194077,-0.03078001,34.84471,0.1713348,-0.022712,blown,aerophone,aero_single-reed,B-flatclarinet
1.040089,-0.01080074,0.748929,-0.000714159,313,547.416,194.9501,651.3794,1.26E-08,408.7694,-0.9993103,0.01660211,-0.03045304,35.10461,0.1713932,-0.1752943,blown,aerophone,aero_double-reed,Oboe
1.448017,-0.2850568,0.7276447,-0.007812102,191,466.5971,265.2881,524.8718,2.23E-06,333.2943,-0.9980452,0.0255031,-0.03055159,37.03087,0.1713757,0.3218534,blown,aerophone,aero_single-reed,TenorSaxophone
0.9457889,-1.584603,0.7541721,-0.004360936,99,203.0292,193.0118,384.906,8.96E-08,364.9801,-0.998221,0.01958408,-0.03130829,35.93121,0.1712391,-0.1555778,string,chordophone,chrd_composite,Violin
1.615083,-1.328507,0.7099926,-0.000917993,63,230.6692,171.2115,261.0901,1.08E-08,383.0106,-0.9992576,0.02551778,-0.02917593,35.22004,0.1716153,0.09750049,blown,aerophone,aero_single-reed,TenorSaxophone
0.7038316,-1.176488,1.1086,-8.90E-05,271,318.5605,336.9526,780.5786,4.32E-06,322.5549,-0.9967875,0.12924,-0.03062213,56.34128,0.1797418,-0.06960895,string,chordophone,chrd_composite,Violin
1.539108,-1.594733,0.8366659,0.003956842,121,214.5191,241.6772,258.3984,1.55E-06,345.7391,-0.9990247,0.01266964,-0.03090433,35.72385,0.1713124,-0.004663331,blown,aerophone,aero_single-reed,B-flatclarinet
1.539108,-0.6377607,1.23637,-0.003421107,305,454.0832,361.8419,915.1611,3.15E-07,318.4716,-0.993209,0.0320234,-0.03201908,39.50731,0.1711076,-0.004663331,blown,aerophone,aero_single-reed,B-flatclarinet
1.075736,-0.6806748,1.264738,-0.004219741,225,467.4629,494.4197,780.5786,5.22E-06,224.9579,-0.9977069,0.03742964,-0.0291989,37.67958,0.1716113,-0.2762819,blown,aerophone,aero_free-reed,Accordian
1.810818,-0.6011144,0.6370871,0.006989243,169,358.6562,164.9238,392.981,3.94E-06,313.2207,-0.9869424,0.06766104,-0.03327409,40.28446,0.170868,-0.3420211,string,chordophone,chrd_composite,ElectricGuitar
1.295816,-0.7500213,1.319708,0.006220021,220,460.3842,490.6163,783.2703,2.14E-06,234.9579,-0.9971065,0.04942194,-0.02598919,37.85435,0.1721267,-0.007659924,string,chordophone,chrd_composite,DoubleBass
1.771543,-0.9686341,1.193908,-0.000647196,188,364.3972,321.0765,909.7778,1.66E-10,390.5729,-0.9973895,0.01711579,-0.03141628,36.10777,0.1712193,-0.02480273,blown,aerophone,aero_single-reed,B-flatclarinet
1.067843,-1.249205,0.7232266,-0.000500005,126,239.6824,129.4916,390.2893,2.08E-08,393.5026,-0.9994138,0.01261875,-0.03047403,34.42802,0.1713895,-0.4145776,string,chordophone,chrd_composite,ElectricGuitar
1.391502,-0.5031868,1.410803,-0.001124669,242,521.6778,424.8044,917.8528,5.50E-10,347.8802,-0.9987827,0.03338752,-0.02810797,35.66441,0.1717934,-0.2910995,blown,aerophone,aero_lip-vibrated,CTrumpet
1.045776,0.0842641,0.5844986,0.002859702,298,570.8022,222.9347,654.071,3.02E-08,351.9727,-0.9984545,0.03451356,-0.02946805,36.23866,0.1715653,0.2047289,blown,aerophone,aero_double-reed,Oboe
1.121035,-1.13263,0.7533802,0.005247339,126,261.6312,142.4884,390.2893,1.14E-07,372.5329,-0.9987137,0.01302448,-0.03236134,35.15213,0.1710432,-0.5800555,string,chordophone,chrd_composite,ElectricGuitar
0.9915858,-0.1941779,0.7368336,-0.006043495,240,497.4169,298.9192,524.8718,9.69E-07,361.8195,-0.9994425,0.02695367,-0.02894052,34.4523,0.1716551,0.08324903,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.073246,-0.6428774,1.25454,-0.000104872,217,473.2724,492.2197,780.5786,7.19E-06,229.075,-0.9964097,0.04754457,-0.02993313,39.06241,0.1714848,-0.2762819,blown,aerophone,aero_free-reed,Accordian
1.040175,-0.5302079,0.7371687,-0.001997004,225,389.0324,186.7245,519.4885,5.46E-09,389.2952,-0.9998923,0.00505256,-0.0309258,33.34362,0.1713086,0.2185927,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.121035,-1.551596,0.6122983,0.004103965,107,189.2769,100.3769,261.0901,5.01E-10,453.7329,-0.9966824,0.07279604,-0.02773794,37.14572,0.1718535,-0.5800555,string,chordophone,chrd_composite,ElectricGuitar
1.549887,-0.982254,1.099941,-0.000652471,175,342.0794,302.6055,654.071,1.28E-08,360.8388,-0.9992348,0.02628287,-0.02995166,35.36308,0.1714816,-0.2534505,blown,aerophone,aero_lip-vibrated,CTrumpet
1.073726,-0.6459744,1.267808,0.001400078,218,477.4178,499.8231,780.5786,4.79E-06,227.4076,-0.9972794,0.04358958,-0.02972153,38.19484,0.1715216,-0.2762819,blown,aerophone,aero_free-reed,Accordian
1.520376,-1.0956,1.122315,0.004216724,241,317.7926,280.2903,524.8718,3.71E-10,368.5963,-0.9993139,0.03162525,-0.02993571,34.8242,0.1714844,-0.3124043,blown,aerophone,aero_lip-vibrated,CTrumpet
1.225879,-0.106842,0.9808291,-0.001515737,256,587.1722,435.0538,1170.868,4.10E-06,334.1415,-0.9986985,0.04207944,-0.02985459,35.83365,0.1714985,-0.05541662,blown,aerophone,aero_single-reed,TenorSaxophone
1.633609,-1.313982,0.7844608,-0.003188326,145,241.279,198.2896,261.0901,1.61E-08,375.2149,-0.9995051,0.0266821,-0.02881991,34.29197,0.1716754,0.09215708,blown,aerophone,aero_single-reed,TenorSaxophone
1.67324,-0.7694115,0.7368534,0.005704955,126,342.0879,241.7767,522.1802,3.41E-10,388.8987,-0.9986101,0.03965935,-0.02931482,35.9602,0.1715916,0.3658826,blown,aerophone,aero_single-reed,TenorSaxophone
1.000043,-0.0437967,0.7603898,0.001202116,234,540.3423,220.0677,651.3794,7.08E-08,350.7406,-0.9993749,0.02184176,-0.02954842,34.99228,0.1715515,-0.1733523,blown,aerophone,aero_double-reed,Oboe
1.000043,0.07921739,0.622936,-0.003501416,313,566.4649,179.366,651.3794,1.45E-08,394.2787,-0.9978925,0.03052192,-0.03060777,36.26951,0.1713657,-0.1733523,blown,aerophone,aero_double-reed,Oboe
1.299325,-0.4366406,0.8566989,0.001678373,317,441.0732,286.4138,780.5786,4.49E-08,366.9807,-0.9983282,0.05432834,-0.02787222,35.39767,0.1718318,0.09879671,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.52806,-0.9459612,1.168392,-0.00797459,127,355.4417,296.9276,715.979,2.60E-10,382.454,-0.9992646,0.0213869,-0.02751073,35.16626,0.1718901,-0.2319108,blown,aerophone,aero_lip-vibrated,CTrumpet
1.002778,-0.3898544,0.8151547,-0.008163669,230,448.7235,305.5011,524.8718,1.65E-08,365.0639,-0.9995232,0.02178837,-0.03056549,34.49233,0.1713732,0.0932072,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.073628,-1.47768,0.6489226,0.000136906,126,201.071,107.6483,387.5977,1.83E-08,435.883,-0.997636,0.06484036,-0.02939073,35.69136,0.1715786,-0.476059,string,chordophone,chrd_composite,ElectricGuitar
1.46164,-1.490288,0.8951454,-0.003888421,142,234.2198,249.189,261.0901,1.55E-05,338.3865,-0.9991832,0.01556217,-0.03158039,35.15214,0.1711891,-0.02336622,blown,aerophone,aero_single-reed,B-flatclarinet
1.075736,-0.03127625,1.214429,-0.008626946,301,673.2803,560.1997,1044.36,6.25E-06,249.444,-0.9959173,0.05619466,-0.0274796,39.76499,0.171895,-0.2762819,blown,aerophone,aero_free-reed,Accordian
1.330722,-0.7917216,1.418471,0.003060014,196,433.6822,367.2238,783.2703,5.68E-10,361.7233,-0.9998507,0.005455334,-0.03029408,33.61586,0.1714214,-0.3542704,blown,aerophone,aero_lip-vibrated,CTrumpet
1.390276,0.216442,1.076321,0.003584285,294,704.6856,382.8563,1047.052,1.21E-10,377.4492,-0.9993227,0.02873517,-0.03011015,34.63328,0.1714538,-0.2319108,blown,aerophone,aero_lip-vibrated,CTrumpet
1.810818,-0.549004,0.5302514,0.003036836,186,364.3743,148.8305,392.981,7.38E-07,330.5077,-0.9886902,0.05281859,-0.03355764,39.90674,0.1708125,-0.3420211,string,chordophone,chrd_composite,ElectricGuitar
0.8168174,-2.417144,0.7004074,0.003019914,57,105.258,59.47904,129.1992,8.16E-08,394.9692,-0.9891489,0.02513697,-0.03350972,39.96842,0.1708219,-0.6691447,struck_Hrm,chordophone,chrd_simple,Piano
0.9986647,-0.2672811,0.7074907,-0.003368819,236,465.6049,256.381,524.8718,8.55E-07,349.3518,-0.9987369,0.03213671,-0.0282613,35.56636,0.1717682,0.07950119,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.771543,-0.9128162,1.213403,-0.007897921,187,379.7283,328.8918,909.7778,2.93E-11,391.3662,-0.9976419,0.03000265,-0.03013711,37.23193,0.1714491,-0.02480273,blown,aerophone,aero_single-reed,B-flatclarinet
0.9915858,-0.7138066,0.7094411,0.003970733,143,338.1252,146.3387,516.7969,5.54E-08,420.566,-0.9926163,0.0325925,-0.03251825,38.61646,0.1710134,0.08324903,blown,aerophone,aero_lip-vibrated,TenorTrombone
0.9934581,-0.5606912,1.374676,0.004904737,258,528.0266,531.6484,783.2703,3.95E-06,226.5444,-0.9989499,0.02224762,-0.02877305,35.83954,0.1716833,-0.3348084,blown,aerophone,aero_free-reed,Accordian
1.019867,-0.6365649,0.7196915,-0.00279459,203,362.1372,191.8394,516.7969,4.97E-08,387.8476,-0.9996488,0.01572705,-0.02864356,33.97129,0.1717049,0.06110869,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.535154,-0.6526245,1.419586,0.008359615,198,458.5197,342.5783,783.2703,5.95E-11,377.6345,-0.9992906,0.02841901,-0.0290717,35.0302,0.1716329,-0.2989668,blown,aerophone,aero_lip-vibrated,CTrumpet
1.906808,-1.367922,1.048038,-0.006687374,105,274.1095,296.0202,648.6877,6.57E-08,375.0468,-0.9992063,0.02806085,-0.03042368,35.03776,0.1713985,-0.022712,blown,aerophone,aero_single-reed,B-flatclarinet
0.9986647,-0.1987631,0.6571939,-0.000551264,242,479.9807,234.2727,524.8718,8.60E-07,382.1832,-0.9995201,0.01631673,-0.03059597,34.60671,0.1713678,0.07950119,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.021142,-0.1958457,0.8944461,0.002040139,271,507.9053,235.6604,654.071,4.60E-08,366.7154,-0.9994226,0.01376739,-0.03189387,34.98352,0.171131,0.08522017,blown,aerophone,aero_double-reed,Oboe
1.67324,-1.043802,0.7475581,0.003709336,128,284.0513,207.5526,263.7817,1.39E-09,382.5963,-0.9993621,0.02379745,-0.03027603,34.74483,0.1714246,0.3658826,blown,aerophone,aero_single-reed,TenorSaxophone
1.22923,-0.2893703,0.8209777,-0.003487468,193,478.2631,288.8346,519.4885,1.69E-06,345.3034,-0.9981349,0.02045918,-0.03185128,36.32587,0.1711389,-0.2018804,blown,aerophone,aero_single-reed,TenorSaxophone
0.9998207,0.1381946,0.6080807,-0.002676911,306,590.3203,204.4131,780.5786,5.71E-08,360.56,-0.9985559,0.03041851,-0.03069861,36.53201,0.1713494,0.05500888,blown,aerophone,aero_double-reed,Oboe
1.071612,-0.3148644,1.185944,-0.0062575,228,553.495,493.6681,783.2703,1.98E-05,233.1625,-0.9974766,0.03160249,-0.03214404,38.36569,0.1710842,-0.2762819,blown,aerophone,aero_free-reed,Accordian
1.001197,-0.4816457,0.8205807,0.005643767,213,422.4363,293.48,524.8718,9.21E-09,368.3653,-0.9996387,0.01271089,-0.03050058,34.26372,0.1713848,0.07950119,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.388541,-0.3586882,1.356807,0.002451168,229,528.8276,341.3056,785.9619,1.89E-11,385.2925,-0.9996553,0.01207407,-0.03012722,34.26541,0.1714508,-0.3225296,blown,aerophone,aero_lip-vibrated,CTrumpet
0.9915858,-0.1144404,0.6241538,0.002638432,255,504.906,243.9911,522.1802,7.69E-07,369.0797,-0.9992383,0.03092881,-0.02896684,34.94398,0.1716507,0.08324903,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.300985,-0.2513501,1.255374,0.002715639,279,602.7698,556.1861,1038.977,1.20E-06,260.0341,-0.9962543,0.05091095,-0.02752692,39.35093,0.1718875,-0.1226992,string,chordophone,chrd_composite,DoubleBass
0.7662225,-2.649183,2.90815,-0.000142757,126,209.839,192.9482,261.0901,3.07E-14,535.818,-0.9978068,0.06050433,-0.02790586,35.83629,0.1718263,-0.6963192,struck_Hrm,chordophone,chrd_simple,Piano
1.295816,-0.8318002,1.335968,0.002897689,185,451.4698,517.6549,783.2703,3.02E-06,232.9494,-0.9975112,0.04688421,-0.02734919,37.7203,0.1719158,-0.007659924,string,chordophone,chrd_composite,DoubleBass
1.012393,-0.3142778,0.6842354,-0.001284939,245,444.7718,208.968,522.1802,2.12E-07,372.8349,-0.9995756,0.007034624,-0.03170251,34.34501,0.1711665,0.09856132,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.633609,-1.345887,0.7492064,-0.00156571,196,232.2811,184.6056,261.0901,8.07E-09,379.6899,-0.9995996,0.01934293,-0.02962803,34.24934,0.1715378,0.09215708,blown,aerophone,aero_single-reed,TenorSaxophone
1.121035,-1.141459,0.7509306,0.003635365,126,259.8667,141.2135,390.2893,1.02E-07,378.7029,-0.9983393,0.01082529,-0.0328581,35.39518,0.1709485,-0.5800555,string,chordophone,chrd_composite,ElectricGuitar
1.075736,0.08164869,1.2184,0.000614561,302,720.4003,565.2573,1106.268,4.40E-06,248.5089,-0.9965414,0.05258138,-0.02575015,38.85642,0.1721626,-0.2762819,blown,aerophone,aero_free-reed,Accordian
1.450107,0.02898361,1.09089,-0.004297643,333,672.2334,510.5778,1431.958,4.65E-07,336.5298,-0.9963277,0.07269477,-0.02798805,37.50828,0.171813,0.2888816,blown,aerophone,aero_single-reed,TenorSaxophone
1.021142,0.0252863,0.741282,0.005794266,310,563.3844,218.9311,656.7627,1.18E-08,371.5467,-0.9990862,0.01734423,-0.02956535,35.28962,0.1715486,0.08522017,blown,aerophone,aero_double-reed,Oboe
1.225879,0.1235666,0.9838678,-0.003452082,311,679.6636,460.0302,1305.45,6.74E-07,331.744,-0.9986503,0.02766454,-0.02634736,36.05799,0.1720722,-0.05541662,blown,aerophone,aero_single-reed,TenorSaxophone
1.693705,-0.8463869,0.7767186,-0.002001492,126,328.5778,240.2785,519.4885,1.80E-09,380.5883,-0.9992443,0.03160611,-0.02900252,34.83178,0.1716446,0.3270321,blown,aerophone,aero_single-reed,TenorSaxophone
0.9781843,-0.9316136,1.089571,0.004262949,237,357.5524,315.1833,648.6877,3.51E-05,318.4482,-0.9989688,0.03350538,-0.0303997,35.54156,0.1714027,-0.07155538,string,chordophone,chrd_composite,Violin
0.9915858,-1.058966,0.654312,0.001399974,96,263.259,111.5204,384.906,1.61E+137,438.825,-0.98302,0.05357797,-0.03276705,40.54089,0.1709659,0.08324903,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.073246,-0.7020418,1.269118,-0.001467361,229,462.7727,493.2551,780.5786,4.64E-06,225.8709,-0.9976406,0.03888548,-0.02975664,37.64304,0.1715155,-0.2762819,blown,aerophone,aero_free-reed,Accordian
1.22923,0.03225217,1.024189,-0.006906621,272,655.7437,486.0195,1305.45,5.60E-07,321.2331,-0.9982416,0.04569764,-0.02954863,36.46892,0.1715515,-0.2018804,blown,aerophone,aero_single-reed,TenorSaxophone
1.073628,-1.391863,0.6829552,-0.001460726,126,215.1729,115.8542,390.2893,3.47E-09,418.9852,-0.9985865,0.04697875,-0.03001841,35.18862,0.1714699,-0.476059,string,chordophone,chrd_composite,ElectricGuitar
1.225879,-0.2725473,0.9154655,0.002749171,231,509.0033,364.8645,651.3794,1.43E-06,330.1283,-0.9992806,0.0178772,-0.03081885,34.93793,0.1713278,-0.05541662,blown,aerophone,aero_single-reed,TenorSaxophone
1.002778,-0.231592,0.6770697,0.00199334,243,471.6555,236.5713,522.1802,8.90E-07,373.0348,-0.9995333,0.02376675,-0.02861532,34.38738,0.1717096,0.0932072,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.632824,-1.385944,0.7660829,-0.005690351,155,227.798,185.4708,261.0901,6.68E-09,372.6615,-0.9991764,0.03529743,-0.02990399,34.79129,0.1714899,-0.05875231,blown,aerophone,aero_single-reed,TenorSaxophone
1.073726,-0.6595706,1.264193,0.00526634,225,472.6272,494.5254,780.5786,4.73E-06,225.769,-0.9973905,0.04076282,-0.02955878,38.27119,0.1715497,-0.2762819,blown,aerophone,aero_free-reed,Accordian
0.9820233,-1.090154,1.11653,0.000877193,211,332.3908,323.9721,656.7627,3.53E-05,312.0011,-0.9987548,0.04664441,-0.02861192,35.05929,0.1717102,-0.07155538,string,chordophone,chrd_composite,Violin
0.9759644,-1.178291,1.049007,-0.002344376,163,303.3232,296.2473,522.1802,1.09E-05,321.2732,-0.9986907,0.04021942,-0.02879303,35.68585,0.1716799,-0.07155538,string,chordophone,chrd_composite,Violin
