inst#,actual,predicted,error,prediction
1822,15:AltoSaxophone,15:AltoSaxophone,,0.998
1823,15:AltoSaxophone,15:AltoSaxophone,,0.998
1824,15:AltoSaxophone,15:AltoSaxophone,,0.998
1825,15:AltoSaxophone,15:AltoSaxophone,,0.998
1826,15:AltoSaxophone,15:AltoSaxophone,,0.998
1827,15:AltoSaxophone,15:AltoSaxophone,,0.998
1828,15:AltoSaxophone,15:AltoSaxophone,,0.998
1829,15:AltoSaxophone,15:AltoSaxophone,,0.999
1830,15:AltoSaxophone,15:AltoSaxophone,,0.998
1831,15:AltoSaxophone,1:TenorSaxophone,+,0.798
1832,15:AltoSaxophone,15:AltoSaxophone,,0.998
1833,15:AltoSaxophone,15:AltoSaxophone,,0.999
1834,15:AltoSaxophone,15:AltoSaxophone,,0.998
1835,15:AltoSaxophone,15:AltoSaxophone,,0.998
1836,15:AltoSaxophone,1:TenorSaxophone,+,0.998
1837,15:AltoSaxophone,15:AltoSaxophone,,0.998
1838,15:AltoSaxophone,4:TenorTrombone,+,0.599
1839,15:AltoSaxophone,15:AltoSaxophone,,0.998
1840,15:AltoSaxophone,15:AltoSaxophone,,0.998
1841,15:AltoSaxophone,15:AltoSaxophone,,0.998
1842,15:AltoSaxophone,15:AltoSaxophone,,0.998
1843,15:AltoSaxophone,15:AltoSaxophone,,0.998
1844,15:AltoSaxophone,15:AltoSaxophone,,0.998
1845,15:AltoSaxophone,15:AltoSaxophone,,0.998
1846,15:AltoSaxophone,15:AltoSaxophone,,0.998
1847,15:AltoSaxophone,15:AltoSaxophone,,0.998
1848,15:AltoSaxophone,15:AltoSaxophone,,0.998
1849,15:AltoSaxophone,15:AltoSaxophone,,0.998
1850,15:AltoSaxophone,15:AltoSaxophone,,0.998
1851,15:AltoSaxophone,4:TenorTrombone,+,0.499
1852,15:AltoSaxophone,1:TenorSaxophone,+,0.999
1853,15:AltoSaxophone,15:AltoSaxophone,,0.998
1854,15:AltoSaxophone,15:AltoSaxophone,,0.998
1855,15:AltoSaxophone,4:TenorTrombone,+,0.499
1856,15:AltoSaxophone,15:AltoSaxophone,,0.998
1857,15:AltoSaxophone,15:AltoSaxophone,,0.998
1858,15:AltoSaxophone,15:AltoSaxophone,,0.998
1859,15:AltoSaxophone,15:AltoSaxophone,,0.998
1860,15:AltoSaxophone,15:AltoSaxophone,,0.999
1861,15:AltoSaxophone,15:AltoSaxophone,,0.998
1862,15:AltoSaxophone,15:AltoSaxophone,,0.999
1863,15:AltoSaxophone,15:AltoSaxophone,,0.998
1864,15:AltoSaxophone,15:AltoSaxophone,,0.998
1865,15:AltoSaxophone,15:AltoSaxophone,,0.998
1866,15:AltoSaxophone,15:AltoSaxophone,,0.798
1867,15:AltoSaxophone,1:TenorSaxophone,+,0.998
1868,15:AltoSaxophone,15:AltoSaxophone,,0.999
1869,15:AltoSaxophone,15:AltoSaxophone,,0.998
1870,15:AltoSaxophone,15:AltoSaxophone,,0.999
1871,15:AltoSaxophone,15:AltoSaxophone,,0.998
1872,15:AltoSaxophone,15:AltoSaxophone,,0.998
1873,15:AltoSaxophone,15:AltoSaxophone,,0.998
1874,15:AltoSaxophone,15:AltoSaxophone,,0.998
1875,15:AltoSaxophone,15:AltoSaxophone,,0.998
1876,15:AltoSaxophone,15:AltoSaxophone,,0.998
1877,15:AltoSaxophone,15:AltoSaxophone,,0.998
1878,15:AltoSaxophone,15:AltoSaxophone,,0.998
1879,15:AltoSaxophone,15:AltoSaxophone,,0.998
1880,15:AltoSaxophone,15:AltoSaxophone,,0.998
1881,15:AltoSaxophone,15:AltoSaxophone,,0.998
1882,5:Violin,5:Violin,,0.998
1883,5:Violin,5:Violin,,0.998
1884,5:Violin,5:Violin,,0.998
1885,5:Violin,18:Viola,+,0.799
1886,5:Violin,5:Violin,,0.998
1887,5:Violin,5:Violin,,0.998
1888,5:Violin,5:Violin,,0.998
1889,5:Violin,5:Violin,,0.998
1890,5:Violin,5:Violin,,0.998
1891,5:Violin,5:Violin,,0.998
1892,5:Violin,5:Violin,,0.998
1893,5:Violin,5:Violin,,0.998
1894,5:Violin,5:Violin,,0.998
1895,5:Violin,5:Violin,,0.998
1896,5:Violin,5:Violin,,0.998
1897,5:Violin,5:Violin,,0.998
1898,5:Violin,5:Violin,,0.998
1899,5:Violin,5:Violin,,0.998
1900,5:Violin,5:Violin,,0.998
1901,5:Violin,5:Violin,,0.998
1902,5:Violin,5:Violin,,0.998
1903,5:Violin,5:Violin,,0.999
1904,5:Violin,5:Violin,,0.998
1905,5:Violin,5:Violin,,0.998
1906,5:Violin,5:Violin,,0.998
1907,5:Violin,5:Violin,,0.998
1908,5:Violin,5:Violin,,0.998
1909,5:Violin,5:Violin,,0.998
1910,5:Violin,5:Violin,,0.999
1911,5:Violin,5:Violin,,0.998
1912,5:Violin,5:Violin,,0.998
1913,5:Violin,5:Violin,,0.998
1914,5:Violin,5:Violin,,0.998
1915,5:Violin,5:Violin,,0.998
1916,5:Violin,5:Violin,,0.998
1917,5:Violin,5:Violin,,0.998
1918,5:Violin,16:Vibraphone,+,0.799
1919,5:Violin,5:Violin,,0.998
1920,5:Violin,5:Violin,,0.998
1921,5:Violin,5:Violin,,0.998
1922,5:Violin,5:Violin,,0.998
1923,5:Violin,5:Violin,,0.999
1924,5:Violin,5:Violin,,0.998
1925,5:Violin,5:Violin,,0.998
1926,5:Violin,5:Violin,,0.998
1927,5:Violin,5:Violin,,0.998
1928,5:Violin,5:Violin,,0.998
1929,5:Violin,5:Violin,,0.999
1930,5:Violin,5:Violin,,0.998
1931,5:Violin,5:Violin,,0.998
1932,5:Violin,5:Violin,,0.998
1933,5:Violin,5:Violin,,0.998
1934,5:Violin,5:Violin,,0.998
1935,5:Violin,5:Violin,,0.998
1936,18:Viola,18:Viola,,0.998
1937,18:Viola,18:Viola,,0.999
1938,18:Viola,18:Viola,,0.998
1939,18:Viola,18:Viola,,0.998
1940,18:Viola,18:Viola,,0.998
1941,18:Viola,18:Viola,,0.998
1942,18:Viola,18:Viola,,0.899
1943,18:Viola,18:Viola,,0.998
1944,18:Viola,18:Viola,,0.998
1945,18:Viola,18:Viola,,0.998
1946,18:Viola,18:Viola,,0.998
1947,18:Viola,18:Viola,,0.999
1948,18:Viola,18:Viola,,0.998
1949,18:Viola,18:Viola,,0.999
1950,18:Viola,18:Viola,,0.998
1951,18:Viola,18:Viola,,0.998
1952,18:Viola,18:Viola,,0.998
1953,18:Viola,18:Viola,,0.998
1954,18:Viola,18:Viola,,0.998
1955,18:Viola,18:Viola,,0.998
1956,18:Viola,18:Viola,,0.998
1957,18:Viola,18:Viola,,0.998
1958,18:Viola,18:Viola,,0.998
1959,18:Viola,18:Viola,,0.998
1960,18:Viola,18:Viola,,0.998
1961,18:Viola,18:Viola,,0.998
1962,18:Viola,18:Viola,,0.998
1963,18:Viola,18:Viola,,0.998
1964,18:Viola,18:Viola,,0.999
1965,18:Viola,18:Viola,,0.998
1966,18:Viola,18:Viola,,0.999
1967,18:Viola,18:Viola,,0.998
1968,18:Viola,18:Viola,,0.998
1969,18:Viola,18:Viola,,0.998
1970,18:Viola,18:Viola,,0.998
1971,18:Viola,18:Viola,,0.998
1972,18:Viola,18:Viola,,0.998
1973,18:Viola,18:Viola,,0.998
1974,18:Viola,18:Viola,,0.998
1975,18:Viola,18:Viola,,0.998
1976,18:Viola,18:Viola,,0.998
1977,18:Viola,18:Viola,,0.998
1978,18:Viola,18:Viola,,0.998
1979,18:Viola,18:Viola,,0.998
1980,18:Viola,18:Viola,,0.998
1981,18:Viola,18:Viola,,0.999
1982,18:Viola,18:Viola,,0.998
1983,18:Viola,18:Viola,,0.998
1984,18:Viola,18:Viola,,0.999
1985,18:Viola,18:Viola,,0.998
1986,18:Viola,18:Viola,,0.998
1987,18:Viola,18:Viola,,0.998
1988,18:Viola,18:Viola,,0.998
1989,18:Viola,18:Viola,,0.999
1990,18:Viola,18:Viola,,0.998
1991,18:Viola,18:Viola,,0.998
1992,18:Viola,18:Viola,,0.998
1993,18:Viola,18:Viola,,0.998
1994,18:Viola,18:Viola,,0.998
1995,18:Viola,18:Viola,,0.998
1996,18:Viola,18:Viola,,0.998
1997,18:Viola,18:Viola,,0.998
1998,18:Viola,18:Viola,,0.998
1999,18:Viola,18:Viola,,0.998
2000,18:Viola,18:Viola,,0.998
2001,18:Viola,18:Viola,,0.998
2002,18:Viola,18:Viola,,0.998
2003,18:Viola,18:Viola,,0.998
2004,18:Viola,18:Viola,,0.998
2005,18:Viola,18:Viola,,0.998
2006,18:Viola,18:Viola,,0.998
2007,18:Viola,18:Viola,,0.998
2008,18:Viola,18:Viola,,0.998
2009,18:Viola,18:Viola,,0.999
2010,18:Viola,18:Viola,,0.998
2011,18:Viola,18:Viola,,0.998
2012,18:Viola,18:Viola,,0.998
2013,18:Viola,18:Viola,,0.998
2014,18:Viola,18:Viola,,0.998
2015,18:Viola,18:Viola,,0.998
2016,18:Viola,18:Viola,,0.998
2017,18:Viola,18:Viola,,0.998
2018,18:Viola,18:Viola,,0.998
2019,18:Viola,18:Viola,,0.998
2020,18:Viola,18:Viola,,0.998
2021,18:Viola,18:Viola,,0.998
2022,18:Viola,18:Viola,,0.998
2023,18:Viola,18:Viola,,0.998
2024,18:Viola,18:Viola,,0.998
2025,18:Viola,18:Viola,,0.998
2026,18:Viola,18:Viola,,0.998
2027,18:Viola,18:Viola,,0.999
2028,18:Viola,18:Viola,,0.998
2029,18:Viola,18:Viola,,0.998
2030,18:Viola,18:Viola,,0.998
2031,18:Viola,18:Viola,,0.998
2032,18:Viola,18:Viola,,0.998
2033,18:Viola,18:Viola,,0.998
2034,18:Viola,18:Viola,,0.998
2035,18:Viola,18:Viola,,0.998
2036,18:Viola,18:Viola,,0.998
2037,18:Viola,18:Viola,,0.998
2038,18:Viola,18:Viola,,0.998
2039,18:Viola,18:Viola,,0.998
2040,18:Viola,18:Viola,,0.998
2041,18:Viola,18:Viola,,0.998
2042,18:Viola,18:Viola,,0.998
2043,18:Viola,18:Viola,,0.998
2044,18:Viola,18:Viola,,0.998
2045,18:Viola,18:Viola,,0.998
2046,18:Viola,18:Viola,,0.998
2047,18:Viola,18:Viola,,0.998
2048,18:Viola,18:Viola,,0.998
2049,18:Viola,18:Viola,,0.998
2050,8:Piano,8:Piano,,0.998
2051,8:Piano,16:Vibraphone,+,0.998
2052,8:Piano,16:Vibraphone,+,0.998
2053,8:Piano,8:Piano,,0.998
2054,8:Piano,16:Vibraphone,+,0.998
2055,8:Piano,16:Vibraphone,+,0.998
2056,8:Piano,16:Vibraphone,+,0.998
2057,8:Piano,8:Piano,,0.798
2058,8:Piano,8:Piano,,0.998
2059,8:Piano,16:Vibraphone,+,0.998
2060,8:Piano,16:Vibraphone,+,0.998
2061,8:Piano,16:Vibraphone,+,0.998
2062,8:Piano,16:Vibraphone,+,0.998
2063,8:Piano,8:Piano,,0.998
2064,8:Piano,8:Piano,,0.998
2065,8:Piano,16:Vibraphone,+,0.998
2066,8:Piano,16:Vibraphone,+,0.998
2067,8:Piano,8:Piano,,0.998
2068,8:Piano,16:Vibraphone,+,0.998
2069,8:Piano,16:Vibraphone,+,0.998
2070,8:Piano,16:Vibraphone,+,0.998
2071,8:Piano,16:Vibraphone,+,0.998
2072,8:Piano,8:Piano,,0.998
2073,8:Piano,8:Piano,,0.998
2074,8:Piano,16:Vibraphone,+,0.998
2075,8:Piano,16:Vibraphone,+,0.898
2076,8:Piano,8:Piano,,0.998
2077,8:Piano,8:Piano,,0.998
2078,8:Piano,16:Vibraphone,+,0.998
2079,8:Piano,8:Piano,,0.998
2080,8:Piano,16:Vibraphone,+,0.998
2081,8:Piano,8:Piano,,0.998
2082,8:Piano,16:Vibraphone,+,0.998
2083,8:Piano,16:Vibraphone,+,0.998
2084,8:Piano,8:Piano,,0.998
2085,8:Piano,16:Vibraphone,+,0.998
2086,8:Piano,16:Vibraphone,+,0.998
2087,8:Piano,8:Piano,,0.998
2088,8:Piano,16:Vibraphone,+,0.898
2089,8:Piano,16:Vibraphone,+,0.998
2090,8:Piano,8:Piano,,0.898
2091,8:Piano,8:Piano,,0.998
2092,8:Piano,8:Piano,,0.998
2093,8:Piano,16:Vibraphone,+,0.998
2094,8:Piano,8:Piano,,0.998
2095,8:Piano,16:Vibraphone,+,0.998
2096,8:Piano,16:Vibraphone,+,0.998
2097,8:Piano,8:Piano,,0.998
2098,8:Piano,16:Vibraphone,+,0.998
2099,8:Piano,16:Vibraphone,+,0.998
2100,8:Piano,8:Piano,,0.998
2101,8:Piano,8:Piano,,0.998
2102,8:Piano,16:Vibraphone,+,0.998
2103,8:Piano,16:Vibraphone,+,0.999
2104,8:Piano,16:Vibraphone,+,0.998
2105,8:Piano,16:Vibraphone,+,0.998
2106,8:Piano,16:Vibraphone,+,0.998
2107,8:Piano,16:Vibraphone,+,0.998
2108,8:Piano,16:Vibraphone,+,0.599
2109,8:Piano,16:Vibraphone,+,0.998
2110,8:Piano,16:Vibraphone,+,0.998
2111,8:Piano,16:Vibraphone,+,0.998
2112,8:Piano,8:Piano,,0.998
2113,8:Piano,8:Piano,,0.998
2114,8:Piano,16:Vibraphone,+,0.998
2115,8:Piano,16:Vibraphone,+,0.998
2116,8:Piano,8:Piano,,0.998
2117,8:Piano,16:Vibraphone,+,0.998
2118,8:Piano,16:Vibraphone,+,0.998
2119,8:Piano,8:Piano,,0.499
2120,8:Piano,16:Vibraphone,+,0.998
2121,8:Piano,16:Vibraphone,+,0.998
2122,8:Piano,8:Piano,,0.998
2123,8:Piano,8:Piano,,0.998
2124,8:Piano,16:Vibraphone,+,0.998
2125,8:Piano,16:Vibraphone,+,0.998
2126,8:Piano,8:Piano,,0.998
2127,8:Piano,8:Piano,,0.998
2128,8:Piano,16:Vibraphone,+,0.998
2129,8:Piano,8:Piano,,0.998
2130,8:Piano,16:Vibraphone,+,0.998
2131,8:Piano,8:Piano,,0.998
2132,8:Piano,16:Vibraphone,+,0.998
2133,8:Piano,8:Piano,,0.998
2134,8:Piano,16:Vibraphone,+,0.998
2135,8:Piano,16:Vibraphone,+,0.998
2136,8:Piano,8:Piano,,0.998
2137,8:Piano,8:Piano,,0.898
2138,8:Piano,16:Vibraphone,+,0.998
2139,8:Piano,16:Vibraphone,+,0.998
2140,8:Piano,16:Vibraphone,+,0.998
2141,16:Vibraphone,16:Vibraphone,,0.998
2142,16:Vibraphone,16:Vibraphone,,0.998
2143,16:Vibraphone,16:Vibraphone,,0.899
2144,16:Vibraphone,16:Vibraphone,,0.998
2145,16:Vibraphone,16:Vibraphone,,0.999
2146,16:Vibraphone,16:Vibraphone,,0.999
2147,16:Vibraphone,16:Vibraphone,,0.999
2148,16:Vibraphone,16:Vibraphone,,0.998
2149,16:Vibraphone,16:Vibraphone,,0.998
2150,16:Vibraphone,16:Vibraphone,,0.999
2151,16:Vibraphone,16:Vibraphone,,0.998
2152,16:Vibraphone,16:Vibraphone,,0.998
2153,16:Vibraphone,16:Vibraphone,,0.998
2154,16:Vibraphone,16:Vibraphone,,0.998
2155,16:Vibraphone,16:Vibraphone,,0.999
2156,16:Vibraphone,16:Vibraphone,,0.998
2157,16:Vibraphone,16:Vibraphone,,0.998
2158,16:Vibraphone,16:Vibraphone,,0.999
2159,16:Vibraphone,16:Vibraphone,,0.998
2160,16:Vibraphone,16:Vibraphone,,0.998
2161,16:Vibraphone,16:Vibraphone,,0.799
2162,16:Vibraphone,16:Vibraphone,,0.998
2163,16:Vibraphone,16:Vibraphone,,0.998
2164,16:Vibraphone,16:Vibraphone,,0.998
2165,16:Vibraphone,16:Vibraphone,,0.998
2166,16:Vibraphone,16:Vibraphone,,0.998
2167,16:Vibraphone,16:Vibraphone,,0.998
2168,16:Vibraphone,16:Vibraphone,,0.998
2169,16:Vibraphone,16:Vibraphone,,0.998
2170,16:Vibraphone,16:Vibraphone,,0.998
2171,16:Vibraphone,16:Vibraphone,,0.998
2172,16:Vibraphone,16:Vibraphone,,0.998
2173,16:Vibraphone,16:Vibraphone,,0.999
2174,16:Vibraphone,16:Vibraphone,,0.998
2175,16:Vibraphone,16:Vibraphone,,0.998
2176,16:Vibraphone,16:Vibraphone,,0.998
2177,16:Vibraphone,16:Vibraphone,,0.998
2178,16:Vibraphone,16:Vibraphone,,0.998
2179,16:Vibraphone,16:Vibraphone,,0.998
2180,16:Vibraphone,16:Vibraphone,,0.998
2181,16:Vibraphone,16:Vibraphone,,0.998
2182,16:Vibraphone,16:Vibraphone,,0.998
2183,16:Vibraphone,16:Vibraphone,,0.999
2184,16:Vibraphone,16:Vibraphone,,0.999
2185,16:Vibraphone,16:Vibraphone,,0.998
2186,16:Vibraphone,16:Vibraphone,,0.998
2187,16:Vibraphone,16:Vibraphone,,0.998
2188,16:Vibraphone,5:Violin,+,0.699
2189,16:Vibraphone,16:Vibraphone,,0.998
2190,10:Oboe,10:Oboe,,0.998
2191,10:Oboe,10:Oboe,,0.998
2192,10:Oboe,10:Oboe,,0.999
2193,10:Oboe,10:Oboe,,0.998
2194,10:Oboe,10:Oboe,,0.998
2195,10:Oboe,10:Oboe,,0.998
2196,10:Oboe,10:Oboe,,0.998
2197,10:Oboe,10:Oboe,,0.998
2198,10:Oboe,10:Oboe,,0.998
2199,10:Oboe,10:Oboe,,0.998
2200,10:Oboe,10:Oboe,,0.998
2201,10:Oboe,10:Oboe,,0.998
2202,10:Oboe,10:Oboe,,0.998
2203,10:Oboe,10:Oboe,,0.998
2204,10:Oboe,10:Oboe,,0.998
2205,10:Oboe,10:Oboe,,0.998
2206,10:Oboe,10:Oboe,,0.998
2207,10:Oboe,10:Oboe,,0.998
2208,10:Oboe,10:Oboe,,0.999
2209,10:Oboe,10:Oboe,,0.998
2210,10:Oboe,10:Oboe,,0.999
2211,10:Oboe,10:Oboe,,0.999
2212,10:Oboe,10:Oboe,,0.998
2213,10:Oboe,10:Oboe,,0.998
2214,10:Oboe,10:Oboe,,0.998
2215,10:Oboe,10:Oboe,,0.998
2216,10:Oboe,10:Oboe,,0.998
2217,10:Oboe,10:Oboe,,0.999
2218,10:Oboe,10:Oboe,,0.998
2219,10:Oboe,10:Oboe,,0.998
2220,10:Oboe,10:Oboe,,0.999
2221,10:Oboe,10:Oboe,,0.998
2222,10:Oboe,10:Oboe,,0.998
2223,10:Oboe,10:Oboe,,0.999
2224,10:Oboe,10:Oboe,,0.998
2225,10:Oboe,10:Oboe,,0.998
2226,10:Oboe,10:Oboe,,0.998
2227,10:Oboe,10:Oboe,,0.998
2228,10:Oboe,10:Oboe,,0.998
2229,10:Oboe,10:Oboe,,0.998
2230,10:Oboe,10:Oboe,,0.998
2231,10:Oboe,10:Oboe,,0.998
2232,10:Oboe,10:Oboe,,0.998
2233,10:Oboe,10:Oboe,,0.998
2234,10:Oboe,10:Oboe,,0.998
2235,10:Oboe,10:Oboe,,0.998
2236,10:Oboe,10:Oboe,,0.998
2237,10:Oboe,10:Oboe,,0.998
2238,10:Oboe,10:Oboe,,0.998
2239,10:Oboe,10:Oboe,,0.998
2240,10:Oboe,10:Oboe,,0.998
2241,10:Oboe,10:Oboe,,0.998
2242,10:Oboe,10:Oboe,,0.998
2243,10:Oboe,10:Oboe,,0.998
2244,10:Oboe,10:Oboe,,0.998
2245,10:Oboe,10:Oboe,,0.998
2246,10:Oboe,10:Oboe,,0.998
2247,10:Oboe,10:Oboe,,0.998
2248,10:Oboe,10:Oboe,,0.998
2249,10:Oboe,10:Oboe,,0.998
2250,10:Oboe,10:Oboe,,0.998
2251,10:Oboe,10:Oboe,,0.998
2252,10:Oboe,10:Oboe,,0.998
2253,10:Oboe,10:Oboe,,0.999
2254,10:Oboe,10:Oboe,,0.998
2255,10:Oboe,10:Oboe,,0.998
2256,10:Oboe,10:Oboe,,0.998
2257,10:Oboe,10:Oboe,,0.998
2258,10:Oboe,10:Oboe,,0.998
2259,10:Oboe,10:Oboe,,0.998
2260,10:Oboe,10:Oboe,,0.998
2261,10:Oboe,10:Oboe,,0.998
2262,10:Oboe,10:Oboe,,0.998
2263,3:DTrumpet,3:DTrumpet,,0.999
2264,3:DTrumpet,6:CTrumpet,+,0.998
2265,3:DTrumpet,6:CTrumpet,+,0.799
2266,3:DTrumpet,6:CTrumpet,+,0.998
2267,3:DTrumpet,6:CTrumpet,+,0.899
2268,3:DTrumpet,6:CTrumpet,+,0.898
2269,3:DTrumpet,17:BaritoneSaxophone,+,0.599
2270,3:DTrumpet,6:CTrumpet,+,0.998
2271,3:DTrumpet,6:CTrumpet,+,0.998
2272,3:DTrumpet,6:CTrumpet,+,0.998
2273,3:DTrumpet,6:CTrumpet,+,0.998
2274,3:DTrumpet,3:DTrumpet,,0.699
1,9:DoubleBass,9:DoubleBass,,0.998
2,9:DoubleBass,9:DoubleBass,,0.998
3,9:DoubleBass,9:DoubleBass,,0.998
4,9:DoubleBass,9:DoubleBass,,0.998
5,9:DoubleBass,9:DoubleBass,,0.998
6,9:DoubleBass,9:DoubleBass,,0.998
7,9:DoubleBass,9:DoubleBass,,0.998
8,9:DoubleBass,9:DoubleBass,,0.998
9,9:DoubleBass,9:DoubleBass,,0.998
10,9:DoubleBass,9:DoubleBass,,0.998
11,9:DoubleBass,9:DoubleBass,,0.998
12,9:DoubleBass,9:DoubleBass,,0.998
13,9:DoubleBass,9:DoubleBass,,0.998
14,9:DoubleBass,9:DoubleBass,,0.998
15,9:DoubleBass,9:DoubleBass,,0.999
16,9:DoubleBass,9:DoubleBass,,0.998
17,9:DoubleBass,9:DoubleBass,,0.998
18,9:DoubleBass,9:DoubleBass,,0.998
19,9:DoubleBass,9:DoubleBass,,0.998
20,9:DoubleBass,9:DoubleBass,,0.998
21,9:DoubleBass,9:DoubleBass,,0.998
22,9:DoubleBass,9:DoubleBass,,0.998
23,9:DoubleBass,9:DoubleBass,,0.998
24,9:DoubleBass,9:DoubleBass,,0.998
25,9:DoubleBass,9:DoubleBass,,0.998
26,9:DoubleBass,9:DoubleBass,,0.998
27,9:DoubleBass,9:DoubleBass,,0.998
28,9:DoubleBass,9:DoubleBass,,0.998
29,9:DoubleBass,9:DoubleBass,,0.998
30,9:DoubleBass,9:DoubleBass,,0.998
31,9:DoubleBass,9:DoubleBass,,0.998
32,9:DoubleBass,9:DoubleBass,,0.998
33,9:DoubleBass,9:DoubleBass,,0.998
34,9:DoubleBass,9:DoubleBass,,0.998
35,9:DoubleBass,9:DoubleBass,,0.998
36,9:DoubleBass,9:DoubleBass,,0.998
37,9:DoubleBass,9:DoubleBass,,0.998
38,9:DoubleBass,9:DoubleBass,,0.998
39,9:DoubleBass,9:DoubleBass,,0.998
40,9:DoubleBass,9:DoubleBass,,0.998
41,9:DoubleBass,9:DoubleBass,,0.999
42,9:DoubleBass,9:DoubleBass,,0.998
43,9:DoubleBass,9:DoubleBass,,0.998
44,9:DoubleBass,9:DoubleBass,,0.998
45,9:DoubleBass,9:DoubleBass,,0.998
46,9:DoubleBass,9:DoubleBass,,0.998
47,9:DoubleBass,9:DoubleBass,,0.999
48,9:DoubleBass,9:DoubleBass,,0.998
49,9:DoubleBass,9:DoubleBass,,0.998
50,9:DoubleBass,9:DoubleBass,,0.998
51,9:DoubleBass,9:DoubleBass,,0.998
52,9:DoubleBass,9:DoubleBass,,0.998
53,9:DoubleBass,9:DoubleBass,,0.998
54,9:DoubleBass,9:DoubleBass,,0.998
55,9:DoubleBass,9:DoubleBass,,0.998
56,9:DoubleBass,9:DoubleBass,,0.998
57,9:DoubleBass,9:DoubleBass,,0.998
58,9:DoubleBass,9:DoubleBass,,0.998
59,9:DoubleBass,9:DoubleBass,,0.998
60,9:DoubleBass,9:DoubleBass,,0.998
61,9:DoubleBass,9:DoubleBass,,0.998
62,9:DoubleBass,9:DoubleBass,,0.998
63,9:DoubleBass,9:DoubleBass,,0.998
64,9:DoubleBass,9:DoubleBass,,0.998
65,9:DoubleBass,9:DoubleBass,,0.998
66,9:DoubleBass,9:DoubleBass,,0.998
67,9:DoubleBass,9:DoubleBass,,0.998
68,9:DoubleBass,9:DoubleBass,,0.998
69,9:DoubleBass,9:DoubleBass,,0.998
70,9:DoubleBass,9:DoubleBass,,0.998
71,9:DoubleBass,9:DoubleBass,,0.998
72,9:DoubleBass,9:DoubleBass,,0.998
73,9:DoubleBass,9:DoubleBass,,0.998
74,9:DoubleBass,9:DoubleBass,,0.998
75,9:DoubleBass,9:DoubleBass,,0.998
76,9:DoubleBass,9:DoubleBass,,0.998
77,9:DoubleBass,9:DoubleBass,,0.998
78,9:DoubleBass,9:DoubleBass,,0.998
79,9:DoubleBass,9:DoubleBass,,0.998
80,9:DoubleBass,9:DoubleBass,,0.998
81,9:DoubleBass,9:DoubleBass,,0.998
82,9:DoubleBass,9:DoubleBass,,0.998
83,9:DoubleBass,9:DoubleBass,,0.998
84,9:DoubleBass,9:DoubleBass,,0.998
85,9:DoubleBass,9:DoubleBass,,0.998
86,9:DoubleBass,9:DoubleBass,,0.999
87,9:DoubleBass,9:DoubleBass,,0.998
88,9:DoubleBass,9:DoubleBass,,0.998
89,9:DoubleBass,9:DoubleBass,,0.998
90,9:DoubleBass,9:DoubleBass,,0.998
91,9:DoubleBass,9:DoubleBass,,0.998
92,9:DoubleBass,9:DoubleBass,,0.998
93,9:DoubleBass,9:DoubleBass,,0.998
94,9:DoubleBass,9:DoubleBass,,0.998
95,9:DoubleBass,9:DoubleBass,,0.998
96,9:DoubleBass,9:DoubleBass,,0.998
97,9:DoubleBass,9:DoubleBass,,0.998
98,9:DoubleBass,9:DoubleBass,,0.998
99,9:DoubleBass,9:DoubleBass,,0.998
100,9:DoubleBass,9:DoubleBass,,0.998
101,9:DoubleBass,9:DoubleBass,,0.998
102,9:DoubleBass,9:DoubleBass,,0.998
103,9:DoubleBass,9:DoubleBass,,0.998
104,9:DoubleBass,9:DoubleBass,,0.998
105,9:DoubleBass,9:DoubleBass,,0.998
106,9:DoubleBass,9:DoubleBass,,0.998
107,9:DoubleBass,9:DoubleBass,,0.998
108,9:DoubleBass,9:DoubleBass,,0.998
109,9:DoubleBass,9:DoubleBass,,0.998
110,9:DoubleBass,9:DoubleBass,,0.998
111,9:DoubleBass,9:DoubleBass,,0.998
112,9:DoubleBass,9:DoubleBass,,0.998
113,9:DoubleBass,9:DoubleBass,,0.998
114,9:DoubleBass,9:DoubleBass,,0.998
115,9:DoubleBass,9:DoubleBass,,0.998
116,9:DoubleBass,9:DoubleBass,,0.998
117,9:DoubleBass,9:DoubleBass,,0.998
118,9:DoubleBass,9:DoubleBass,,0.998
119,9:DoubleBass,9:DoubleBass,,0.998
120,9:DoubleBass,9:DoubleBass,,0.999
121,9:DoubleBass,9:DoubleBass,,0.998
122,9:DoubleBass,9:DoubleBass,,0.998
123,9:DoubleBass,9:DoubleBass,,0.998
124,9:DoubleBass,9:DoubleBass,,0.999
125,9:DoubleBass,9:DoubleBass,,0.998
126,9:DoubleBass,9:DoubleBass,,0.998
127,9:DoubleBass,9:DoubleBass,,0.998
128,9:DoubleBass,9:DoubleBass,,0.998
129,9:DoubleBass,9:DoubleBass,,0.998
130,9:DoubleBass,9:DoubleBass,,0.998
131,9:DoubleBass,9:DoubleBass,,0.998
132,9:DoubleBass,9:DoubleBass,,0.998
133,9:DoubleBass,9:DoubleBass,,0.998
134,9:DoubleBass,9:DoubleBass,,0.998
135,9:DoubleBass,9:DoubleBass,,0.998
136,11:Accordian,11:Accordian,,0.998
137,11:Accordian,11:Accordian,,0.998
138,11:Accordian,11:Accordian,,0.998
139,11:Accordian,11:Accordian,,0.998
140,11:Accordian,11:Accordian,,0.998
141,11:Accordian,11:Accordian,,0.998
142,11:Accordian,11:Accordian,,0.998
143,11:Accordian,11:Accordian,,0.998
144,11:Accordian,11:Accordian,,0.998
